Ep,Train loss,Dev Loss,Dev AUC,Dev error,Best AUC,Counter
0,0.3957890634565169,0.30443616022459563,0.9190448568255156,0.10964089771210761,0.9190448568255156,0
1,0.3489698719360967,0.30804901919655836,0.9167038506146505,0.11737768977818874,0.9190448568255156,1
2,0.3340142030940681,0.3064394212295926,0.9154750317096698,0.11417655935174931,0.9190448568255156,2
3,0.32175703382261106,0.32166324520916784,0.9174310879013825,0.12421607194257156,0.9190448568255156,3
4,0.30888420315639803,0.3173980632323619,0.9214706026837883,0.1203171474177257,0.9214706026837883,0
5,0.30137473797833686,0.3133953263602466,0.9172883920365413,0.11965424302423966,0.9214706026837883,1
6,0.2921979123762574,0.3384996240704305,0.9069172655676934,0.1246521932540755,0.9214706026837883,2
7,0.2729325620721243,0.3206764207148999,0.9119806560426311,0.11979380184392086,0.9214706026837883,3
8,0.2683958530692514,0.3280592261357537,0.9103442348485083,0.12307343410643101,0.9214706026837883,4
9,0.25484892969670664,0.32098028729546363,0.9149154117840221,0.11968041030292986,0.9214706026837883,5
10,0.25141086468775653,0.3214749652622708,0.9150254233886808,0.11959318604062907,0.9214706026837883,6
11,0.23810802091429378,0.3197312172188018,0.9220197452636385,0.11520580564689875,0.9220197452636385,0
12,0.23357197688406697,0.33836150047513974,0.9120605374725581,0.1261786178443396,0.9220197452636385,1
13,0.2250382603880368,0.34122893951081673,0.9155932217902736,0.1295280295166904,0.9220197452636385,2
14,0.21862040878719083,0.33868090402076956,0.912533794193698,0.12490514361474792,0.9220197452636385,3
15,0.21471378889251305,0.3372217065384975,0.9104975180386525,0.12322171535234239,0.9220197452636385,4
16,0.20846665691689834,0.3571713234701811,0.9128473091036927,0.1278097115493646,0.9220197452636385,5
17,0.19939675009441624,0.37527418379936495,0.9121067737687293,0.12339616387694397,0.9220197452636385,6
18,0.20162620580020943,0.36321843503278706,0.9067696858761087,0.12767887515591336,0.9220197452636385,7
19,0.1991807762172556,0.3486893856634179,0.9105194949958897,0.1258646105000567,0.9220197452636385,8
20,0.19575292197362854,0.3664216596894849,0.9076890596390113,0.12754803876246212,0.9220197452636385,9
21,0.1903253386821459,0.3567933027642012,0.912085115874842,0.12381484033598789,0.9220197452636385,10
